genome,Kingdom,Phylum,Class,Order,Family,Genus,Species
GCF_900290115.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes excrementigallinarum
GCF_000735375.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia,Hafnia alvei
GCA_900766125.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp900766125
GCF_001433875.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii
GCA_915070155.1,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanosynbacteraceae,Nanosynbacter,Nanosynbacter sp915070155
GCF_024295625.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp024295625
GCF_000758755.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp000758755
GCF_013009555.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei
GCA_001915925.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,Merdicola,Merdicola sp001915925
GCA_900552525.1,Bacteria,Cyanobacteriota,Vampirovibrionia,Gastranaerophilales,Gastranaerophilaceae,CAG-196,CAG-196 sp002102975
GCF_900104605.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter,Tidjanibacter inops
GCA_900555425.1,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanosynbacteraceae,Nanosynbacter,Nanosynbacter sp900555425
GCF_943193075.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis_E
GCF_000014425.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri
GCF_001808955.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia sp001808955
GCF_019448285.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp019448285
GCF_001560895.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_Q
GCF_001027105.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
GCF_001553345.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,F0422,F0422 sp001553345
GCF_000688415.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium pseudodiphtheriticum
GCF_900291955.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Pseudoruminococcus,Pseudoruminococcus massiliensis
GCA_001916715.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02,F23-B02 sp001916715
GCF_019929665.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis_H
GCF_000175615.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia mucilaginosa
GCA_943912555.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp943912555
GCA_900542375.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1071,UMGS1071 sp900542375
GCF_014334015.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinigallinarum
GCF_006094395.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus haemolyticus
GCA_025151045.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii
GCF_009767585.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Coprobacillus,Coprobacillus cateniformis
GCF_003463825.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp003463825
GCF_000239695.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces graevenitzii
GCA_018381425.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,Haemophilus_D parainfluenzae_O
GCF_003459245.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp003459245
GCF_017873245.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tertium
GCA_900556165.1,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanogingivalaceae,Nanogingivalis,Nanogingivalis sp900556165
GCA_019425105.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp019425105
GCA_900551535.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella sp900551535
GCF_003584685.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paragasseri
GCF_014384995.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Cellulosilyticaceae,Zhenhengia,Zhenhengia yiwuensis
GCA_901875575.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp901875575
GCF_002860905.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis_BA
GCA_015259035.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella sp015259035
GCF_001275135.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella rara
GCA_000564995.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella sp000564995
GCA_915063485.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp915063485
GCF_000381365.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae
GCF_001405375.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens_F
GCA_934561115.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium sp934561115
GCA_000436535.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira sp000436535
GCA_900550175.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp900550175
GCF_002925905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella michiganensis
GCF_003048675.2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_F
GCF_001544095.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_D,Enterococcus_D casseliflavus
GCF_000722705.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_P
GCA_905207935.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,Haemophilus_D sp905207935
GCF_000455445.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella timonensis
GCA_934216185.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp934216185
GCA_018372555.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp018372555
GCF_014931395.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,Haemophilus_D sp900764435
GCF_903645285.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp903645285
GCA_025150565.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella adiacens
GCF_006494375.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pantoea,Pantoea anthophila
GCA_018372875.1,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp018372875
GCA_018373095.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_A,Haemophilus_A parahaemolyticus_A
GCF_000828055.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella variicola
GCF_001553115.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_C,Peptoniphilus_C coxii
GCF_000482365.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas uenonis
GCF_020525925.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae
GCF_023614525.1,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Peptoniphilus_A,Peptoniphilus_A harei_A
GCA_900539775.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Eubacterium_R,Eubacterium_R sp900539775
GCF_000308275.2,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Levyella,Levyella massiliensis
GCF_003048375.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_T
GCA_013378335.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis_I
GCF_001077535.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile
GCF_000195595.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces sp000195595
GCF_018847895.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp001580195
GCA_900762445.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Sutterella,Sutterella sp900762445
GCF_001754075.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Merdimonas,Merdimonas faecis
GCF_001280875.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,Sellimonas intestinalis
GCF_001025195.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum
GCA_902362775.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,Lawsonibacter sp900066645
GCA_944383765.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_A,Lachnoclostridium_A sp944383765
GCF_003425665.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Evtepia,Evtepia gabavorous
GCF_013282095.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp900538485
GCF_001881565.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi
GCA_900120415.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Varibaculum,Varibaculum timonense_A
GCF_004341945.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Longicatena,Longicatena caecimuris
GCF_001078375.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella tobetsuensis
GCF_006385805.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus xiaochunlingii
GCF_003268275.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Hydrogeniiclostridium,Hydrogeniiclostridium mannosilyticum
GCF_001815355.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,Haemophilus_D sp001815355
GCF_900186995.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,Haemophilus_D pittmaniae
GCF_000260715.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
GCF_001073155.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis_D
GCA_001916215.1,Bacteria,Bacillota,Bacilli,Acholeplasmatales,Anaeroplasmataceae,CAG-307,CAG-307 sp001916215
GCF_019429565.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp018382595
GCA_000437395.1,Bacteria,Bacillota,Bacilli,RFN20,CAG-288,CAG-288,CAG-288 sp000437395
GCF_004166885.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp004166885
GCF_020892095.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_B,Lachnoclostridium_B faecipullorum
GCA_000508865.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,Thomasclavelia sp000508865
GCA_019421975.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,CAKTFW01,CAKTFW01 sp019421975
GCA_017161075.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Clostridium_AQ,Clostridium_AQ sp000165065
GCF_001074805.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis_A
GCF_000420465.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio desulfuricans
GCA_900545085.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Christensenellaceae,Scybalosoma,Scybalosoma faecavium
GCF_000156195.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii
GCF_009696075.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,Holdemanella porci
GCF_000425045.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini
GCA_000435195.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,Negativibacillus sp000435195
GCF_003634345.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Coprobacteraceae,Coprobacter,Coprobacter fastidiosus
GCF_001729765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter kobei
GCA_904419295.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Pseudobutyricicoccus,Pseudobutyricicoccus lothianensis
GCA_900540805.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,Scatosoma sp003150575
GCF_004134775.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Borkfalkiaceae,Borkfalkia,Borkfalkia ceftriaxoniphila
GCA_001304875.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Ventrisoma,Ventrisoma faecale
GCF_002959895.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella infantium
GCA_904395335.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Avimonas_A,Avimonas_A narfia
GCF_003438075.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus_E,Ruminococcus_E sp003438075
GCF_000154985.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius
GCA_000154345.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Clostridium_A,Clostridium_A leptum
GCF_900240245.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_A,Lachnoclostridium_A edouardi
GCF_009696375.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster porci
GCA_900556625.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp900556625
GCA_000438355.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-273,CAG-273 sp000438355
GCF_000969835.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii
GCA_014385265.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Copromonas,Copromonas sp000435795
GCA_001916035.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp001916035
GCA_900556695.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp900556695
GCA_001916055.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp001916055
GCF_009557455.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes_A,Alistipes_A pullistercoris
GCA_905209085.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,Scatosoma sp900552625
GCF_015553625.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis_B
GCA_900552195.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Parasutterella,Parasutterella sp900552195
GCA_000435395.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Acutalibacter,Acutalibacter ornithocaccae
GCA_900552285.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1484,UMGS1484 sp900552285
GCA_900761075.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Christensenellaceae,HGM11616,HGM11616 sp900761075
GCA_900548545.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Acutalibacter,Acutalibacter sp900548545
GCA_001305115.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Anaeromassilibacillus,Anaeromassilibacillus sp001305115
GCF_900104615.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Phocea,Phocea massiliensis
GCA_900543295.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,UBA866,UBA866 sp900543295
GCA_934630445.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,CAKTWY01,CAKTWY01 sp934630445
GCA_900155415.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella massiliensis
GCA_900557035.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp900557035
GCF_001553605.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio fairfieldensis
GCA_900555195.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella sp900555195
GCA_944388395.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium sp944388395
GCA_916439125.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp916439125
GCA_904399395.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1264,UMGS1264 sp904399395
GCF_014384745.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,GCA-900066905,Luoshenia,Luoshenia tenuis
GCF_900078395.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,Anaerotruncus rubiinfantis
GCA_900545665.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900545665
GCA_001916005.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp001916005
GCF_900129655.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus
GCA_944377425.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Anaerotignaceae,Neoanaerotignum_A,Neoanaerotignum_A sp944377425
GCF_011927845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas paravirosa
GCF_015546995.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis_J
GCF_900199545.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Raoultibacter,Raoultibacter massiliensis
GCA_015265375.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia sp015265375
GCA_019422005.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira_A,Avoscillospira_A sp019422005
GCA_900761895.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,HGM11417,HGM11417,HGM11417 sp900761895
GCF_003464595.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis_A
GCA_018364155.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,JAGZMM01,JAGZMM01 sp018364155
GCA_003150515.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,QALW01,QALW01,QALW01 sp003150515
GCF_014384805.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Christensenellaceae,Guopingia,Guopingia tenuis
GCA_018375675.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp018375675
GCA_904395885.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,UMGS1370,UMGS1370 sp904395885
GCA_900540945.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900540945
GCA_900169975.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Marseille-P3106,Marseille-P3106 sp900169975
GCF_000613345.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella disiens
GCF_002042885.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter portucalensis
GCF_011064845.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii
GCA_904420045.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Metaruminococcus,Metaruminococcus caecorum
GCA_934869045.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Merdivicinus,Merdivicinus sp934869045
GCA_900553005.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Pumilibacteraceae,UBA10677,UBA10677 sp900553005
GCF_007035645.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae_B
GCA_900551715.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp900551715
GCA_900538545.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Anaerotardibacter,Anaerotardibacter sp900538545
GCA_900543275.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900543275
GCF_004101845.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus curvatus
GCA_900555925.1,Bacteria,Bacillota_A,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,Scatosoma sp900555925
GCF_019042275.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Diplocloster,Diplocloster agilis
GCA_000435715.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Fimisoma,Fimisoma sp000435715
GCF_001598695.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca
GCF_009496205.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_BN
GCA_900766245.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,F0422,F0422 sp900766245
GCF_001570785.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Dermabacteraceae,Dermabacter,Dermabacter hominis
GCF_002901705.1,Bacteria,Bacillota,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis
GCF_014467075.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae
GCF_000159035.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces urogenitalis
GCF_001074825.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae_C
GCF_001457615.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
GCF_001281025.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_AK
GCF_003942865.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_BI
GCF_001457555.1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium polymorphum
GCF_000160755.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus,Proteus mirabilis
GCF_004346095.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,Faecalimonas umbilicata
GCA_900556405.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp900556405
GCF_001037495.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter murliniae
GCA_018364485.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella adiacens_A
GCA_000383295.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Clostridium_E,Clostridium_E sporosphaeroides
GCF_000260435.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus zeae
